name,modified_size,can_fly,good,danger,description
dead elephant,5,-1,0,1,"A colossal, decaying behemoth with massive, tusk-like protrusions jutting from its skull, the dead elephant exudes an aura of dread. Its once-mighty body now rots in the underbrush, attracting scavengers and spurring dark magic. Lurking in shadowy corners, it lords over the forest with a silent, menacing presence, instilling fear in all who dare approach."
petrified satanic bug,1,-1,-1,-1,"The petrified satanic bug, a grotesque relic of darkness, resembles a sinister beetle with crystalline wings frozen in terror. Its velvety black exoskeleton glimmers ominously, exuding an aura of malevolence. Crawling on the ground, it leaves a trail of eerie whispers, enticing those with a penchant for danger while remaining harmless to those who dare to ignore its unsettling presence."
aggressive armored ogre,7,0,0,1,"Towering above most creatures, this hulking brute is clad in thick, jagged armor that glints menacingly in the light. Its skin, a mottled green-grey, seems impervious to ordinary weaponry. With a ferocious glare and a bellowing roar, it stalks the land, leaving devastation in its wake, fueled by malevolence and a fierce territorial instinct."
basic buzzard,3,1,-1,0,"The basic buzzard is a cunning scavenger with dark feathers and piercing eyes, gliding effortlessly on thermal winds. Its sharp beak and talons suggest a predator’s legacy, though it prefers the spoils left behind. Often seen perched ominously, this creature embodies a sly opportunism, lurking in the shadows with an air of unfriendly watchfulness."
demonic mini jedi,3,0,-1,1,"A diminutive figure cloaked in dark robes, this malevolent mini Jedi wields a flickering crimson lightsaber. With a mischievous grin, it expertly dances through shadows, striking fear into the hearts of those who dare approach. Agile and cunning, it uses stealth and precision to unleash chaos, embodying the darker arts of the Force."
average fire-breathing cockatrice,3,0,0,1,"The average fire-breathing cockatrice resembles a plump, scaled lizard with dazzling plumage and a fierce glare. Its reptilian body is adorned with fiery hues that flicker like embers. With an intimidating rattle and a toxic gaze, it prowls its territory. Though grounded, its ability to unleash searing flames makes it a formidable foe in any encounter."
winged plain eagle,3,1,0,1,"This formidable avian predator soars through the sky with grace, its expansive wings shimmering under the sun. With sharp talons and a piercing gaze, it hunts unsuspecting prey across vast landscapes. A symbol of primal power, the winged plain eagle embodies a fierce spirit, often lurking ominously as it surveys its territory, a menace among the clouds."
aquatic sleeping faun,0,-1,0,-1,"The aquatic sleeping faun drifts through tranquil waters, resembling a serene blend of delicate fish and gentle moss-covered sprites. Its intricate, shimmering scales reflect sunlight in soft hues, while its peaceful slumber grants it a blissful aura. This ethereal creature poses little threat, inviting curious onlookers with its enchanting charm and serene presence."
ghostly pheonix,5,1,1,1,"The ghostly phoenix soars through the ethereal skies, its radiant feathers shimmering with hues of spectral flames. Majestic yet haunting, it embodies the essence of rebirth, casting a benevolent light over the land. With a piercing gaze and an air of mystery, this creature balances beauty and danger, guarding the realms of the good while igniting hope in dark times."
demonic shadowy person,4,0,-1,0,"The demonic shadowy person looms like a sinister, darkened wolf, cloaked in malevolence. Its form undulates and shifts, forever obscured by swirling shadows. With piercing, glowing eyes that flicker with malice, it stalks the fringes of nightmares, evoking an unsettling aura. Though it lurks in the darkness, its danger lies more in its unsettling presence than brute force."
knoble radiant troll,4,0,1,1,"The knoble radiant troll is a towering, gentle giant adorned with shimmering moss and vibrant flowers. Its massive, muscular frame moves surprisingly gracefully, reflecting an aura of warmth. With a heart as big as its stature, this creature is known for its fierce protection of the forest, posing a threat only to those who seek to harm its home."
ancient large gorgon,5,0,0,1,"The ancient large gorgon towers over its surroundings, its formidable form reminiscent of a colossal serpent, adorned with glistening scales. With piercing eyes that can petrify the unwary, it prowls the shadows of its domain. Malevolent and cunning, this creature commands respect and fear, lurking in the depths of forests or crumbling ruins, ready to strike."
insane pegasus,5,1,-1,1,"The insane pegasus is a fearsome, colossal creature with magnificent wings that cast shadows over the land. Its mane flows like dark storm clouds, crackling with erratic energy. With a fierce glint in its eyes, this malevolent beast swoops down with predatory grace, leaving chaos in its wake as it revels in terror and destruction."
huge elephant,7,-1,0,1,"Towering above the landscape, this colossal beast possesses immense strength and an imposing presence. Its massive, gray body is adorned with large, powerful tusks that glint menacingly in the sun. Despite its grounded nature, the sheer size of this creature demands respect and caution, as it can easily crush anything in its path when agitated."
normal poisonous gorgon,3,0,0,1,"The normal poisonous gorgon appears as a fearsome figure, reminiscent of a serpent with shimmering scales and a serpent-like tail. Its piercing gaze can petrify the unwary, and it exudes a toxic aura that makes all but the bravest tremble. Lurking through dense foliage, this malevolent creature strikes terror into the hearts of those who cross its path."
regular kind cockatrice,1,0,1,-1,"The regular kind cockatrice is a small, charming creature resembling a plump chicken with vibrant green feathers and a friendly demeanor. With bright, twinkling eyes, it scuttles about, pecking at the ground for seeds and insects. Though it lacks the ability to fly, its gentle nature makes it a beloved companion in gardens, spreading joy wherever it roams."
aggressive flying sloth,4,1,0,1,"The aggressive flying sloth glides through the treetops with unnerving grace, its large, leathery wings casting shadows over unsuspecting prey. Its sharp claws and menacing gaze indicate a creature that revels in chaos, while its dense fur blends seamlessly into the forest canopy. This formidable foe is a cunning predator, lurking and waiting to strike with fierce determination."
friendly invisible sprite,0,0,1,-1,"A friendly invisible sprite flits joyfully among wildflowers, its gentle presence felt rather than seen. Ethereal and whimsical, this benevolent being brings good fortune wherever it goes, using its magical essence to nurture the flora around it. With a heart as light as a feather, it spreads joy and tranquility to all living things."
